NumEvt: 640001, year=1980, I0 from catalogue = 7.5
Barycenter Io:7.96
Barycenter M:5.19
Barycenter H:6.08
H[km]	Mag	Io	PDF
7.6632	5.4576	8.2626	0.003299
8.1835	5.4576	8.2626	0.001068
3.9730	5.5593	8.2626	0.000018
4.2427	5.5593	8.2626	0.000022
7.6632	5.5593	8.2626	0.000578
2.8607	4.7458	8.3636	0.000223
2.1996	4.8475	8.3636	0.000331
2.3490	4.8475	8.3636	0.000185
2.5085	4.8475	8.3636	0.000213
2.6788	4.8475	8.3636	0.000868
2.8607	4.8475	8.3636	0.000794
3.0549	4.8475	8.3636	0.001037
3.2623	4.8475	8.3636	0.000388
1.6914	4.9492	8.3636	0.000071
1.8062	4.9492	8.3636	0.000178
2.0598	4.9492	8.3636	0.000065
2.3490	4.9492	8.3636	0.000622
2.5085	4.9492	8.3636	0.001124
2.8607	4.9492	8.3636	0.001317
3.0549	4.9492	8.3636	0.002071
3.2623	4.9492	8.3636	0.002739
3.4838	4.9492	8.3636	0.001818
3.7204	4.9492	8.3636	0.000832
5.1670	4.9492	8.3636	0.000036
1.8062	5.0508	8.3636	0.000152
1.9288	5.0508	8.3636	0.000621
2.0598	5.0508	8.3636	0.000354
2.1996	5.0508	8.3636	0.000332
2.3490	5.0508	8.3636	0.000247
2.5085	5.0508	8.3636	0.001025
2.6788	5.0508	8.3636	0.001025
2.8607	5.0508	8.3636	0.000456
3.0549	5.0508	8.3636	0.000482
3.2623	5.0508	8.3636	0.003237
3.4838	5.0508	8.3636	0.004048
3.7204	5.0508	8.3636	0.004335
3.9730	5.0508	8.3636	0.002478
4.2427	5.0508	8.3636	0.000484
5.1670	5.0508	8.3636	0.000143
5.5178	5.0508	8.3636	0.000358
2.0598	5.1525	8.3636	0.000321
2.1996	5.1525	8.3636	0.001076
2.3490	5.1525	8.3636	0.000688
2.5085	5.1525	8.3636	0.000758
2.8607	5.1525	8.3636	0.001020
3.0549	5.1525	8.3636	0.001502
3.2623	5.1525	8.3636	0.000790
3.4838	5.1525	8.3636	0.002775
3.7204	5.1525	8.3636	0.005281
3.9730	5.1525	8.3636	0.003636
4.2427	5.1525	8.3636	0.004397
4.5308	5.1525	8.3636	0.000628
4.8384	5.1525	8.3636	0.000850
5.5178	5.1525	8.3636	0.000726
5.8924	5.1525	8.3636	0.001459
2.3490	5.2542	8.3636	0.000848
2.5085	5.2542	8.3636	0.001151
2.6788	5.2542	8.3636	0.001186
2.8607	5.2542	8.3636	0.000784
3.0549	5.2542	8.3636	0.000293
3.2623	5.2542	8.3636	0.000423
3.4838	5.2542	8.3636	0.000362
3.7204	5.2542	8.3636	0.000713
3.9730	5.2542	8.3636	0.001833
4.2427	5.2542	8.3636	0.003210
4.5308	5.2542	8.3636	0.003347
4.8384	5.2542	8.3636	0.000955
5.1670	5.2542	8.3636	0.000604
5.5178	5.2542	8.3636	0.000124
5.8924	5.2542	8.3636	0.001463
6.2925	5.2542	8.3636	0.003033
6.7197	5.2542	8.3636	0.000875
2.6788	5.3559	8.3636	0.001088
2.8607	5.3559	8.3636	0.000936
3.0549	5.3559	8.3636	0.001029
3.2623	5.3559	8.3636	0.000488
3.4838	5.3559	8.3636	0.000072
3.9730	5.3559	8.3636	0.000084
4.2427	5.3559	8.3636	0.000351
4.5308	5.3559	8.3636	0.001366
4.8384	5.3559	8.3636	0.001873
5.1670	5.3559	8.3636	0.000446
5.5178	5.3559	8.3636	0.000194
5.8924	5.3559	8.3636	0.000102
6.2925	5.3559	8.3636	0.001503
6.7197	5.3559	8.3636	0.003053
7.1760	5.3559	8.3636	0.000641
3.0549	5.4576	8.3636	0.000249
3.2623	5.4576	8.3636	0.000277
3.4838	5.4576	8.3636	0.000654
3.7204	5.4576	8.3636	0.000046
4.8384	5.4576	8.3636	0.000328
5.1670	5.4576	8.3636	0.000432
5.5178	5.4576	8.3636	0.000205
6.7197	5.4576	8.3636	0.000643
7.1760	5.4576	8.3636	0.002350
7.6632	5.4576	8.3636	0.000505
3.2623	5.5593	8.3636	0.000025
3.4838	5.5593	8.3636	0.000056
3.7204	5.5593	8.3636	0.000032
3.9730	5.5593	8.3636	0.000054
7.6632	5.5593	8.3636	0.000506
2.6788	4.7458	8.4646	0.000220
2.0598	4.8475	8.4646	0.000346
2.3490	4.8475	8.4646	0.000083
2.5085	4.8475	8.4646	0.000699
2.6788	4.8475	8.4646	0.000806
2.8607	4.8475	8.4646	0.000598
3.0549	4.8475	8.4646	0.000059
1.5838	4.9492	8.4646	0.000068
1.6914	4.9492	8.4646	0.000106
1.8062	4.9492	8.4646	0.000062
2.1996	4.9492	8.4646	0.000668
2.3490	4.9492	8.4646	0.000468
2.6788	4.9492	8.4646	0.000974
2.8607	4.9492	8.4646	0.003135
3.0549	4.9492	8.4646	0.002185
3.2623	4.9492	8.4646	0.001713
3.7204	4.9492	8.4646	0.000079
1.6914	5.0508	8.4646	0.000150
1.8062	5.0508	8.4646	0.000570
2.0598	5.0508	8.4646	0.000326
2.1996	5.0508	8.4646	0.000250
2.3490	5.0508	8.4646	0.000584
2.5085	5.0508	8.4646	0.001799
2.8607	5.0508	8.4646	0.000354
3.0549	5.0508	8.4646	0.003882
3.2623	5.0508	8.4646	0.004132
3.4838	5.0508	8.4646	0.003265
3.7204	5.0508	8.4646	0.001717
3.9730	5.0508	8.4646	0.000211
5.1670	5.0508	8.4646	0.000317
1.9288	5.1525	8.4646	0.000731
2.0598	5.1525	8.4646	0.000821
2.1996	5.1525	8.4646	0.000312
2.3490	5.1525	8.4646	0.000789
2.5085	5.1525	8.4646	0.000696
2.6788	5.1525	8.4646	0.001846
2.8607	5.1525	8.4646	0.001020
3.0549	5.1525	8.4646	0.000405
3.2623	5.1525	8.4646	0.002962
3.4838	5.1525	8.4646	0.004814
3.7204	5.1525	8.4646	0.003293
3.9730	5.1525	8.4646	0.002776
4.2427	5.1525	8.4646	0.001012
5.1670	5.1525	8.4646	0.000181
5.5178	5.1525	8.4646	0.000900
2.0598	5.2542	8.4646	0.000478
2.1996	5.2542	8.4646	0.000921
2.3490	5.2542	8.4646	0.000893
2.5085	5.2542	8.4646	0.001365
2.6788	5.2542	8.4646	0.000432
3.0549	5.2542	8.4646	0.001167
3.2623	5.2542	8.4646	0.000165
3.4838	5.2542	8.4646	0.000347
3.7204	5.2542	8.4646	0.002543
3.9730	5.2542	8.4646	0.002238
4.2427	5.2542	8.4646	0.002546
4.5308	5.2542	8.4646	0.000793
4.8384	5.2542	8.4646	0.000423
5.1670	5.2542	8.4646	0.000124
5.5178	5.2542	8.4646	0.000649
5.8924	5.2542	8.4646	0.002224
6.2925	5.2542	8.4646	0.000671
2.3490	5.3559	8.4646	0.000414
2.5085	5.3559	8.4646	0.000713
2.6788	5.3559	8.4646	0.001381
2.8607	5.3559	8.4646	0.000644
3.2623	5.3559	8.4646	0.000133
3.4838	5.3559	8.4646	0.000271
3.9730	5.3559	8.4646	0.000567
4.2427	5.3559	8.4646	0.001197
4.5308	5.3559	8.4646	0.001314
4.8384	5.3559	8.4646	0.000359
5.1670	5.3559	8.4646	0.000091
5.5178	5.3559	8.4646	0.000043
5.8924	5.3559	8.4646	0.000563
6.2925	5.3559	8.4646	0.002340
6.7197	5.3559	8.4646	0.000514
2.6788	5.4576	8.4646	0.000151
2.8607	5.4576	8.4646	0.000223
3.0549	5.4576	8.4646	0.000584
3.2623	5.4576	8.4646	0.000270
3.4838	5.4576	8.4646	0.000100
4.5308	5.4576	8.4646	0.000223
4.8384	5.4576	8.4646	0.000458
5.1670	5.4576	8.4646	0.000150
6.2925	5.4576	8.4646	0.000493
6.7197	5.4576	8.4646	0.001883
7.1760	5.4576	8.4646	0.000423
3.0549	5.5593	8.4646	0.000095
3.2623	5.5593	8.4646	0.000017
3.4838	5.5593	8.4646	0.000119
3.7204	5.5593	8.4646	0.000022
7.1760	5.5593	8.4646	0.000424
