EVID;Iobs;QIobs;Lon;Lat;LocID;Depi;I0;Year
640001.0;0.0;A;0.5;43.3833333333;320150001.0;75.45274324908962;7.5;1980.0
640001.0;0.0;A;1.05;43.5666666667;320160001.0;124.3872649252735;7.5;1980.0
640001.0;0.0;A;0.816666666667;43.5666666667;320180001.0;107.62721264067089;7.5;1980.0
640001.0;3.5;A;0.616666666667;43.5833333333;320190001.0;94.98059615971138;7.5;1980.0
640001.0;5.0;B;0.4;43.3833333333;320280001.0;68.25950697888572;7.5;1980.0
640001.0;5.0;A;0.35;43.45;320340001.0;68.82715700922734;7.5;1980.0
640001.0;0.0;A;1.0;43.65;320380001.0;125.070442617595;7.5;1980.0
640001.0;3.5;A;0.8;43.5666666667;320400001.0;106.45783082395103;7.5;1980.0
640001.0;4.0;A;0.616666666667;43.4166666667;320410001.0;85.57610697398523;7.5;1980.0
640001.0;4.0;A;0.433333333333;43.45;320420001.0;74.38829697401923;7.5;1980.0
640001.0;0.0;A;0.4;43.4833333333;320450001.0;74.28022546428431;7.5;1980.0
640001.0;3.0;A;0.8833333333329999;43.55;320510001.0;111.48447474192659;7.5;1980.0
640001.0;4.5;A;0.616666666667;43.5666666667;320600001.0;93.91830919994474;7.5;1980.0
640001.0;3.0;A;0.766666666667;43.55;320610001.0;103.2002331590625;7.5;1980.0
640001.0;4.0;A;0.4;43.6666666667;320650001.0;87.93250067541125;7.5;1980.0
640001.0;4.5;B;0.6;43.35;320670001.0;81.41766666751712;7.5;1980.0
640001.0;0.0;A;0.733333333333;43.5833333333;320760001.0;102.80401415119687;7.5;1980.0
640001.0;4.0;A;0.316666666667;43.3833333333;320860001.0;62.439602090371935;7.5;1980.0
640001.0;0.0;A;0.983333333333;43.5666666667;320900001.0;119.53276797120431;7.5;1980.0
640001.0;3.5;A;-0.06666666666669999;43.9333333333;320960001.0;96.86782095614359;7.5;1980.0
640001.0;4.0;A;0.983333333333;43.55;320980001.0;118.72564462864705;7.5;1980.0
640001.0;0.0;A;0.55;43.35;321030001.0;77.64762131023764;7.5;1980.0
640001.0;4.5;A;0.516666666667;43.4666666667;321040001.0;81.08382717776317;7.5;1980.0
640001.0;0.0;A;1.0333333333299999;43.6166666667;321050001.0;125.65036088461359;7.5;1980.0
640001.0;3.5;A;0.983333333333;43.7166666667;321060001.0;127.77880557208003;7.5;1980.0
640001.0;3.0;A;0.366666666667;43.9666666667;321070001.0;113.28661352507397;7.5;1980.0
640001.0;4.0;A;0.1;43.8666666667;321190001.0;93.82645900770858;7.5;1980.0
640001.0;0.0;A;1.0166666666700002;43.55;321210001.0;121.1638777759395;7.5;1980.0
640001.0;5.0;A;0.283333333333;43.4;321260001.0;61.206809368835216;7.5;1980.0
640001.0;3.5;A;0.7;43.5;321300001.0;95.78646461486586;7.5;1980.0
640001.0;0.0;A;0.666666666667;43.85;321320001.0;117.48658491850016;7.5;1980.0
640001.0;0.0;A;0.916666666667;43.4166666667;321380001.0;108.05460087588226;7.5;1980.0
640001.0;3.5;B;0.8833333333329999;43.6333333333;321470001.0;116.02231294116243;7.5;1980.0
640001.0;4.5;A;0.166666666667;43.4166666667;321520001.0;54.95576964663671;7.5;1980.0
640001.0;4.0;A;0.666666666667;43.55;321530001.0;96.27265495155802;7.5;1980.0
640001.0;5.0;A;0.45;43.5333333333;321560001.0;80.86023855126074;7.5;1980.0
640001.0;4.0;A;0.46666666666699996;43.7666666667;321620001.0;99.8003501548222;7.5;1980.0
640001.0;4.5;A;0.316666666667;43.4666666667;321670001.0;67.80678240542268;7.5;1980.0
640001.0;5.5;B;0.983333333333;43.5166666667;321710001.0;117.18252343324711;7.5;1980.0
640001.0;4.5;A;0.5;43.4166666667;321770001.0;77.14391833155388;7.5;1980.0
640001.0;3.5;A;0.8833333333329999;43.55;321820012.0;111.48447474192659;7.5;1980.0
640001.0;3.5;A;0.65;43.3333333333;321850001.0;84.59897771900955;7.5;1980.0
640001.0;3.5;A;0.533333333333;43.6;322000001.0;90.73845024204833;7.5;1980.0
640001.0;3.5;A;0.6;43.5833333333;322010001.0;93.88757980043614;7.5;1980.0
640001.0;3.0;A;0.983333333333;43.4166666667;322060001.0;113.15572648781712;7.5;1980.0
640001.0;5.0;A;0.616666666667;43.9333333333;322080001.0;121.73574211233198;7.5;1980.0
640001.0;0.0;A;1.13333333333;43.5666666667;322100001.0;130.51647403961226;7.5;1980.0
640001.0;5.0;B;0.916666666667;43.4833333333;322130001.0;110.76079371016117;7.5;1980.0
640001.0;4.0;A;0.5;43.5;322150001.0;81.95341408490134;7.5;1980.0
640001.0;4.0;B;0.166666666667;43.5166666667;322330001.0;62.95824057510109;7.5;1980.0
640001.0;0.0;A;1.0166666666700002;43.5833333333;322340001.0;122.76737904685412;7.5;1980.0
640001.0;4.5;A;0.316666666667;43.4833333333;322380001.0;68.97930317049072;7.5;1980.0
640001.0;4.0;A;0.583333333333;43.4333333333;322420001.0;83.97609333975706;7.5;1980.0
640001.0;3.5;A;0.8833333333329999;43.7333333333;322490001.0;122.17348666692502;7.5;1980.0
640001.0;3.5;A;0.3;43.4333333333;322520001.0;64.47128023295582;7.5;1980.0
640001.0;5.0;B;0.75;44.0;322530001.0;134.3045061271881;7.5;1980.0
640001.0;4.5;A;0.4;43.5166666667;322560001.0;76.54069630073495;7.5;1980.0
640001.0;3.0;A;0.983333333333;43.4666666667;322610001.0;115.05269638796311;7.5;1980.0
640001.0;0.0;A;0.483333333333;43.45;322630001.0;77.81660346984444;7.5;1980.0
640001.0;5.0;A;0.65;43.45;322660001.0;89.62578499214267;7.5;1980.0
